570	2006	37.2641017	127.0007112
570	2012	37.2640868	127.0007265
570	2018	37.264083	127.0007286
570	2024	37.264083	127.0007286
570	2030	37.2640693	127.0007399
570	2036	37.2640693	127.0007399
570	2042	37.2640589	127.00075
570	2048	37.2640087	127.0008109
570	2054	37.2640087	127.0008108
570	2060	37.264009	127.000812
570	2066	37.2640094	127.0008123
570	2072	37.2640107	127.0008128
570	2078	37.2640118	127.000813
570	2084	37.2640136	127.0008117
570	2090	37.2640156	127.0008107
570	2096	37.264018	127.0008073
570	2102	37.264018	127.0008073
570	2108	37.264019	127.0008051
570	2114	37.2640276	127.0007978
570	2120	37.2640294	127.0007949
570	2126	37.264031	127.0007927
570	2132	37.264037	127.0007863
570	2138	37.2640422	127.0007808
570	2144	37.2640422	127.0007808
570	2150	37.2640652	127.0007611
570	2156	37.2640652	127.0007611
570	2162	37.2640741	127.000753
570	2168	37.2640821	127.0007459
570	2174	37.264089	127.0007397
570	2180	37.2640956	127.000734
570	2186	37.2641014	127.000729
570	2192	37.2641082	127.0007215
570	2198	37.2641167	127.0007163
570	2204	37.2641167	127.0007163
570	2210	37.2641299	127.0007017
570	2216	37.2641397	127.0006913
570	2222	37.2641454	127.0006855
570	2228	37.2641495	127.0006813
570	2234	37.2641546	127.0006765
570	2240	37.2641594	127.0006736
570	2246	37.2641643	127.0006707
570	2252	37.2641683	127.0006689
570	2258	37.2641724	127.0006696
570	2264	37.2641757	127.0006662
570	2270	37.2641757	127.0006662
570	2276	37.2641786	127.0006618
570	2282	37.2641798	127.0006592
570	2288	37.2641821	127.0006565
570	2294	37.2641841	127.0006541
570	2300	37.2641872	127.0006517
570	2306	37.2641906	127.0006491
570	2312	37.2641949	127.0006486
570	2318	37.2641995	127.0006507
570	2324	37.2642044	127.0006495
570	2330	37.2642085	127.0006463
570	2336	37.2642128	127.0006428
570	2342	37.2642181	127.00064
570	2348	37.2642235	127.0006369
570	2354	37.2642235	127.0006369
570	2360	37.264231	127.0006319
570	2366	37.2642352	127.0006291
570	2372	37.2642408	127.0006249
570	2378	37.2642455	127.0006215
570	2384	37.2642521	127.0006179
570	2390	37.2642583	127.000616
570	2396	37.2642653	127.0006131
570	2402	37.2642711	127.0006117
570	2408	37.2642769	127.0006098
570	2414	37.2642827	127.0006082
570	2420	37.2642882	127.0006062
570	2426	37.2642927	127.0006048
570	2432	37.2642927	127.0006048
570	2438	37.2642989	127.0006025
570	2444	37.264303	127.0006015
570	2450	37.2643058	127.0006008
570	2456	37.2643058	127.0006008
570	2462	37.2643118	127.0005991
570	2468	37.2643163	127.0005975
570	2474	37.2643188	127.0005969
570	2480	37.2643223	127.0005957
570	2486	37.2643245	127.0005949
570	2492	37.2643279	127.0005935
570	2498	37.2643361	127.0005956
570	2504	37.264336	127.0005862
570	2510	37.2643364	127.0005805
570	2006	37.2654827	126.9998313
570	2012	37.2653726	126.9995142
570	2018	37.2653731	126.9995138
570	2024	37.2653728	126.9995121
570	2030	37.2654	126.9996214
570	2036	37.2654142	126.9996781
570	2042	37.2654276	126.9997295
570	2048	37.2654276	126.9997295
570	2054	37.2654313	126.9997415
570	2060	37.2654342	126.9997492
570	2066	37.2654363	126.9997547
570	2072	37.2654385	126.9997588
570	2078	37.2654594	126.9997825
570	2084	37.2654542	126.9997746
570	2090	37.2654551	126.9997692
570	2096	37.2654578	126.9997658
570	2102	37.2654595	126.9997635
570	2108	37.2654621	126.9997612
570	2114	37.2654642	126.9997592
570	2120	37.2654674	126.9997524
570	2126	37.2654803	126.9996561
570	2132	37.2654792	126.9996517
570	2138	37.2654754	126.9996484
570	2144	37.2654754	126.9996484
570	2150	37.2654733	126.9996458
570	2156	37.2654728	126.9996447
570	2162	37.2654728	126.9996435
570	2168	37.2654729	126.9996423
570	2174	37.2654735	126.99964
570	2180	37.265475	126.9996375
570	2186	37.2654765	126.9996351
570	2192	37.265479	126.9996325
570	2198	37.2654811	126.999629
570	2204	37.2654838	126.9996253
570	2210	37.2654865	126.9996217
570	2216	37.2654903	126.9996136
570	2222	37.2654978	126.9995971
570	2228	37.2654977	126.9995744
570	2234	37.2654972	126.9995626
570	2240	37.2654972	126.9995626
570	2246	37.2654898	126.9995322
570	2252	37.2654841	126.9995163
570	2258	37.2654804	126.9995031
570	2264	37.2654777	126.9994919
570	2270	37.265476	126.9994819
570	2276	37.2654748	126.9994725
570	2282	37.2654685	126.999451
570	2288	37.2654685	126.999451
570	2294	37.2654607	126.9994302
570	2300	37.2654607	126.9994302
570	2306	37.26545	126.9994097
570	2312	37.26545	126.9994097
570	2318	37.2654385	126.9993907
570	2324	37.2654332	126.9993819
570	2330	37.2654249	126.9993739
570	2336	37.2654205	126.9993672
570	2342	37.2654166	126.9993601
570	2348	37.265414	126.9993533
570	2354	37.2654112	126.9993469
570	2360	37.2654086	126.9993399
570	2366	37.2654066	126.9993346
570	2372	37.2654051	126.9993272
570	2378	37.2654038	126.9993209
570	2384	37.2653956	126.9992956
570	2390	37.265395	126.9992904
570	2396	37.2653952	126.9992793
570	2402	37.265396	126.9992715
570	2408	37.2653964	126.9992624
570	2414	37.265398	126.9992568
570	2420	37.2653996	126.9992439
570	2426	37.2654016	126.9992363
570	2432	37.2654033	126.9992266
570	2438	37.2654317	126.9992326
570	2444	37.2654333	126.9992047
570	2450	37.2654442	126.9992024
570	2456	37.2654558	126.9992036
570	2462	37.2654646	126.9991923
570	2468	37.2654763	126.9991902
570	2474	37.2654858	126.9991838
570	2480	37.2654973	126.9991812
570	2486	37.2655077	126.9991753
570	2492	37.2655201	126.9991721
570	2498	37.2655431	126.9991776
570	2504	37.2655431	126.9991776
570	2510	37.2655705	126.9991747
570	2516	37.2655904	126.9991804
570	2522	37.265616	126.9991911
570	2528	37.2656285	126.9991897
570	2534	37.2656404	126.9991886
570	2540	37.2656517	126.9991866
570	2546	37.2656636	126.9991846
570	2552	37.2656857	126.9992045
570	2558	37.2657024	126.9992215
570	2564	37.2657183	126.9992313
570	2570	37.2657183	126.9992313
570	2576	37.2657395	126.9992354
570	2582	37.2657514	126.9992439
570	2588	37.2657619	126.9992502
570	2594	37.2657742	126.9992539
570	2600	37.2657816	126.9992587
570	2606	37.2658176	126.9993302
570	2612	37.2658176	126.9993302
570	2618	37.2658209	126.9993339
570	2624	37.265825	126.9993354
570	2630	37.265831	126.9993354
570	2636	37.2658374	126.9993356
570	2642	37.2658424	126.9993359
570	2648	37.2658502	126.999336
570	2654	37.2658546	126.999336
570	2660	37.2658647	126.999341
570	2666	37.2658715	126.999345
570	2672	37.2658802	126.9993477
570	2678	37.265888	126.9993502
570	2684	37.2658949	126.9993521
570	2690	37.2659031	126.9993536
570	2696	37.2659086	126.9993551
570	2702	37.2659206	126.9993568
570	2708	37.2659206	126.9993568
570	2714	37.2659337	126.9993567
570	2720	37.2659337	126.9993567
570	2726	37.2659447	126.9993549
570	2732	37.2659507	126.9993536
570	2738	37.2659574	126.999352
570	2744	37.2659627	126.9993507
570	2750	37.2659696	126.9993493
570	2756	37.265975	126.9993481
570	2762	37.2659818	126.9993482
570	2768	37.265988	126.9993479
570	2774	37.2659929	126.9993476
570	2780	37.2659975	126.9993474
570	2786	37.2660022	126.9993469
570	2792	37.2660065	126.9993458
570	2798	37.2660112	126.9993448
570	2804	37.2660169	126.9993431
570	2810	37.2660231	126.9993418
570	2816	37.2660291	126.999343
570	2822	37.2660358	126.9993435
570	2828	37.2660414	126.9993432
570	2834	37.2660458	126.9993417
570	2840	37.2660529	126.99934
570	2846	37.2660586	126.9993373
570	2852	37.266064	126.9993348
570	2858	37.2660713	126.999331
570	2864	37.2660777	126.9993275
570	2870	37.2661002	126.9993485
570	2876	37.2661002	126.9993485
570	2882	37.2660996	126.9993551
570	2888	37.2660996	126.9993551
570	2894	37.2661071	126.9993536
570	2900	37.2661118	126.9993524
570	2906	37.2661165	126.9993502
570	2912	37.2661213	126.999348
570	2918	37.2661239	126.9993464
570	2924	37.2661239	126.9993464
570	2930	37.2661201	126.9993461
570	2936	37.2661201	126.9993461
570	2942	37.2661239	126.9993449
570	2948	37.2661206	126.9993428
570	2954	37.2661206	126.9993396
570	2960	37.2661197	126.9993394
570	2966	37.2661222	126.9993389
570	2972	37.2661197	126.9993382
570	2978	37.2661196	126.9993373
570	2984	37.2661193	126.9993351
570	2990	37.2661196	126.9993333
570	2996	37.2661208	126.9993278
570	3002	37.2661208	126.9993278
570	3008	37.2661183	126.9993246
570	3014	37.2661151	126.9993206
570	3020	37.2661128	126.999317
